Training configuration: Namespace(seed=22, batch_size=128, lr=0.0005, weight_decay=0.0001, nhid=128, pooling_ratio=0.5, dropout_ratio=0.5, dataset='NCI1', epochs=100000, patience=50, pooling_layer_type='GCNConv', ablation=2, device='cuda:0', num_classes=2, num_features=37)
Epoch 0: Validation loss: 0.6916248154466169	accuracy: 0.5669099756690997
Epoch 1: Validation loss: 0.6875851763425952	accuracy: 0.5060827250608273
Epoch 2: Validation loss: 0.6805577800221687	accuracy: 0.5644768856447688
Epoch 3: Validation loss: 0.6710929731382941	accuracy: 0.5961070559610706
Epoch 4: Validation loss: 0.6636823528874529	accuracy: 0.5936739659367397
Epoch 5: Validation loss: 0.6736062599794708	accuracy: 0.5766423357664233
Epoch 6: Validation loss: 0.65742780402339	accuracy: 0.6228710462287105
Epoch 7: Validation loss: 0.6496877415046785	accuracy: 0.635036496350365
Epoch 8: Validation loss: 0.6487552986237834	accuracy: 0.6326034063260341
Epoch 9: Validation loss: 0.6507898827248826	accuracy: 0.6034063260340633
Epoch 10: Validation loss: 0.6348647421583932	accuracy: 0.6496350364963503
Epoch 11: Validation loss: 0.6404102330080204	accuracy: 0.610705596107056
Epoch 12: Validation loss: 0.6328798349756394	accuracy: 0.6399026763990268
Epoch 13: Validation loss: 0.6344541145937286	accuracy: 0.635036496350365
Epoch 14: Validation loss: 0.6289848364762726	accuracy: 0.6374695863746959
Epoch 15: Validation loss: 0.632332678838948	accuracy: 0.6253041362530414
Epoch 16: Validation loss: 0.6343387524867	accuracy: 0.6155717761557178
Epoch 17: Validation loss: 0.6370374721332188	accuracy: 0.6131386861313869
Epoch 18: Validation loss: 0.6413640859933375	accuracy: 0.6301703163017032
Epoch 19: Validation loss: 0.6333675152483937	accuracy: 0.6326034063260341
Epoch 20: Validation loss: 0.6289711880277833	accuracy: 0.6228710462287105
Epoch 21: Validation loss: 0.6248704812822551	accuracy: 0.6374695863746959
Epoch 22: Validation loss: 0.6239763547614253	accuracy: 0.6301703163017032
Epoch 23: Validation loss: 0.6190985148260483	accuracy: 0.6374695863746959
Epoch 24: Validation loss: 0.6184031563083621	accuracy: 0.6326034063260341
Epoch 25: Validation loss: 0.6194627441629006	accuracy: 0.6447688564476886
Epoch 26: Validation loss: 0.6156399511072758	accuracy: 0.6399026763990268
Epoch 27: Validation loss: 0.6001393417952414	accuracy: 0.6763990267639902
Epoch 28: Validation loss: 0.6089298406076548	accuracy: 0.6447688564476886
Epoch 29: Validation loss: 0.5965129731635398	accuracy: 0.6690997566909975
Epoch 30: Validation loss: 0.5928827550289405	accuracy: 0.681265206812652
Epoch 31: Validation loss: 0.5821387692379545	accuracy: 0.6861313868613139
Epoch 32: Validation loss: 0.5830308306246198	accuracy: 0.6982968369829684
Epoch 33: Validation loss: 0.5834083116257568	accuracy: 0.6982968369829684
Epoch 34: Validation loss: 0.59402757259471	accuracy: 0.708029197080292
Epoch 35: Validation loss: 0.5842386324620304	accuracy: 0.6861313868613139
Epoch 36: Validation loss: 0.5774132085832656	accuracy: 0.7031630170316302
Epoch 37: Validation loss: 0.5751033838647995	accuracy: 0.708029197080292
